File,Mean_RR_Rest,STD_RR_Rest,Mean_RR_Exercise,STD_RR_Exercise,Mean_RR_Recovery,STD_RR_Recovery,SD1_Rest,SD2_Rest,SD1_Exercise,SD2_Exercise,SD1_Recovery,SD2_Recovery
VPS50W.txt,970.1067961165048,93.83352116868004,67.37889569008671,113.79473465712488,798.2543352601156,68.72538168785923,46.73638684229306,85.00068305571408,957.9201277955272,86.87637655047303,57.67822157096857,108.6867495153747
